Bill,Flags,Title,Status,Veto,Date,Original Sponsor,Committee Sponsor,Companion Bills,Last Roll Call,Latest Committee Recommendation,Secondary Sponsor,Sponsor (combined),This Committee Recommendation
SB 5562,fd#,Communicable disease control,S Health & Long,,1/24/19,Randall,,HB 1551(H Rules C),,,Darneille,Randall,
SB 5563,fd,Pilot rest periods,S Rules X,,3/18/19,Hobbs,,HB 1647(C 123 L 19),,,Fortunato,Hobbs,
SB 5564,f#,Business ecosystems,S Ways & Means,,2/8/19,Brown,,,,,Wellman,Brown,
SB 5565,f,Direct contractor liability,S Labor & Commer,,1/24/19,Kuderer,,HB 1395(H Rules C),,,Wellman,Kuderer,
SB 5566,fd,Prevailing wage admin. fees,C 193 L 19,,4/29/19,Braun,,HB 1361(H Approps),98-0-0-0,,Takko,Braun,
SB 5567,f,Fish habitat projects,S Rules X,,3/18/19,Honeyford,,,,,Takko,Honeyford,
SB 5568,fd,Background check sharing,S Rules X,,3/18/19,"Wilson, C.",,HB 1565(H subst for),,,Darneille,"Wilson, C.",
SB 5569,fd,Nursing facilities/medicaid,S Health & Long,,1/24/19,Keiser,,EHB 1564(Del to Gov),,,Rivers,Keiser,
SB 5570,f#,Port district worker dev.,S Rules X,,3/18/19,Saldaña,,HB 1568(C 117 L 19),,,Warnick,Saldaña,
SB 5571,f#,Military benefit zone prg,S Ways & Means,,2/8/19,Randall,,HB 1386(H Finance),,,O'Ban,Randall,
SB 5572,f,School modernization grants,S subst for,,3/18/19,Honeyford,,,,,Takko,Honeyford,
ESB 5573,af#,Domestic violence TBIs,Del to Gov,,4/25/19,Warnick,,,47-0-0-2,,Hunt,Warnick,
SB 5574,f,K-12 computer sci. ed. data,S Rules X,,3/18/19,Salomon,,HB 1577(H subst for),,,Bailey,Salomon,
SB 5575,fd#,Traffic LFO consolidation,S Law & Justice,,1/24/19,Salomon,,HB 1489(H Approps),,,Darneille,Salomon,
SB 5576,f,Climate science education,S Ways & Means,,2/22/19,"Wilson, C.",,HB 1496(H Education),,,Nguyen,"Wilson, C.",
SB 5577,fe,Orca whales/vessels,S subst for,,3/7/19,Rolfes,,HB 1580(H subst for),,,Frockt,Rolfes,
SB 5578,fe,Oil transportation safety,S Ways & Means,,2/8/19,Van De Wege,,HB 1578(H subst for),,,Liias,Van De Wege,
SB 5579,,Crude oil volatility/rail,S subst for,,3/4/19,Billig,,HB 1785(H Env & Energy),,,Carlyle,Billig,
SB 5580,fe,Orca whales/habitat & fish,S Ag/Water/Natur,,1/24/19,Rolfes,,,,,Palumbo,Rolfes,
SB 5581,fd#,State tax laws,S subst for,,2/15/19,Rolfes,,HB 1890(H Finance),,,Braun,Rolfes,
SB 5582,f,Affordable housing/REET,S Ways & Means,,1/24/19,Saldaña,,,,,Hunt,Saldaña,
SB 5583,f,Fruits and vegetables access,S Ways & Means,,2/14/19,"Wilson, C.",,HB 1587(H subst for),,,Van De Wege,"Wilson, C.",
SB 5584,fd#,Joint self-insurance prgs,S Rules 3,,4/28/19,Mullet,,HB 1431(C 26 L 19),47-0-0-2,,Takko,Mullet,
SB 5585,,Conservation district coop.,S Rules 3,,4/28/19,Takko,,HB 1426(C 103 L 19),49-0-0-0,,,Takko,
SB 5586,,Foster care TBI screenings,S Ways & Means,,2/21/19,Darneille,,,,,Rivers,Darneille,
SB 5587,f,Alternate code compliance,S Local Governme,,1/24/19,Salomon,,HB 1402(H Local Govt),,,Takko,Salomon,
SB 5588,f#,Hydrogen production & sale,S subst for,,2/15/19,Hawkins,,,,,Palumbo,Hawkins,
SB 5589,f#,Local taxes/employment,S Local Governme,,1/24/19,Schoesler,,,,,Mullet,Schoesler,
SB 5590,f,School depreciation subfunds,S Rules,,4/28/19,Schoesler,,,,,Mullet,Schoesler,
SB 5591,f,Stolen vehicle check fee,S subst for,,2/20/19,Schoesler,,,,,,Schoesler,
SB 5592,,Ambulances in rural areas,S Rules X,,3/18/19,Schoesler,,,,,Nguyen,Schoesler,
SB 5593,f,Running start fee waivers,S subst for,,3/5/19,Liias,,,,,"Wilson, C.",Liias,
SB 5594,f,Media literacy & digital cit,S Ways & Means,,2/22/19,Liias,,,,,Warnick,Liias,
SB 5595,,Gambling license/nonprofit,S Labor & Commerc,,1/24/19,Mullet,,,,,,Mullet,
SB 5596,f#,Health sciences authorities,Del to Gov,,4/30/19,Holy,,HB 1717(H Finance),98-0-0-0,,Billig,Holy,
SB 5597,f,Aerial pesticide application,S subst for,,3/4/19,Rolfes,,,,,Saldaña,Rolfes,
SB 5598,,Student internet data priv.,S EL/K-12,,1/24/19,Rolfes,,,,,Nguyen,Rolfes,
SB 5599,,Marijuana/municipal corp.,S Labor & Commer,,1/24/19,Hasegawa,,,,,Nguyen,Hasegawa,
SB 5600,,Residential tenants,S subst for,,3/9/19,Kuderer,,,31-15-0-3,,Das,Kuderer,
SB 5601,f,Health care benefit manage.,S Health & Long,,1/24/19,Rolfes,,HB 1562(H HC/Wellness),,,Short,Rolfes,
SB 5602,,Reproductive health care,S subst for,,3/7/19,Randall,,HB 1612(H HC/Wellness),,,"Wilson, C.",Randall,
SB 5603,f,Military children/school reg,S subst for,,2/20/19,Randall,,,,,"Wilson, C.",Randall,
SB 5604,fo#,"Uniform guardianship, etc.",S subst for,,3/6/19,Pedersen,,HB 1259(H Civil R & Judi),,,Padden,Pedersen,
SB 5605,af#,Marijuana misdemeanors,Del to Gov,,4/29/19,Nguyen,,HB 1500(H Approps),30-15-3-1,,Keiser,Nguyen,
SB 5606,,Pub. school language access,S EL/K-12,,1/24/19,Wellman,,HB 1130(H subst for),,,Das,Wellman,
SB 5607,,Dual language learning,S EL/K-12,,1/24/19,Wellman,,HB 1322(H Approps),,,Das,Wellman,
SB 5608,,B&O manufacturing tax rate,S Ways & Means,,1/24/19,Ericksen,,,,,Fortunato,Ericksen,
SB 5609,f,State spending limit,S Ways & Means,,1/24/19,Ericksen,,,,,Padden,Ericksen,
SB 5610,f#,Sales and use tax rate,S Ways & Means,,1/24/19,Ericksen,,,,,Fortunato,Ericksen,
SB 5611,f,State parks license plate,S Rules X,,3/18/19,Rivers,,,,,Warnick,Rivers,
SB 5612,f,Holocaust education,S subst for,,3/12/19,Rivers,,HB 1624(H Education),,,Salomon,Rivers,
SB 5613,,Road vacation/body of water,S Rules 3,,4/28/19,Rivers,,,47-0-0-2,,Schoesler,Rivers,
SB 5614,f#,Harming police animals,S Rules X,,3/18/19,Rivers,,,,,Wagoner,Rivers,
SB 5615,,"Sasquatch, official cryptid",S State Govt/Tri,,1/25/19,Rivers,,,,,Palumbo,Rivers,
ESB 5616,f,Diabetics/manicuring,S Rules 3,,4/28/19,Rivers,,,48-1-0-0,,Cleveland,Rivers,
SB 5617,f,Nontribal gill nets,S Ways & Means,,2/22/19,Salomon,,,,,Braun,Salomon,
SB 5618,f#,Public works bid limits,S Local Governme,,1/30/19,Wagoner,,,,,,Wagoner,
SB 5619,f,New business B&O tax credit,S Financial Inst,,1/25/19,Wagoner,,,,,Bailey,Wagoner,
SB 5620,f,Elk fencing pilot project,S Ag/Water/Natur,,1/25/19,Wagoner,,,,,,Wagoner,
SB 5621,,Small claims court jx amount,S subst for,,3/4/19,Warnick,,,,,Padden,Warnick,
SB 5622,,Limited jdx. court comm'rs,C 52 L 19,,4/17/19,Randall,,HB 1047(H Rules C),64-29-0-5,,Pedersen,Randall,
SB 5623,f,Collective bargaining/dues,S Rules X,,3/18/19,Van De Wege,,HB 1575(H subst for),,,Das,Van De Wege,
SB 5624,f#,Clothing & prepared food/tax,S Ways & Means,,1/25/19,Fortunato,,,,,,Fortunato,
SB 5625,f#,Senior property tax/medicare,S Ways & Means,,1/25/19,Fortunato,,,,,Palumbo,Fortunato,
SB 5626,$f,Cultivation of shellfish,S Ways & Means,,2/22/19,Takko,,HB 1611(H Env & Energy),,,Warnick,Takko,
SB 5627,,Healthy energy workers board,S subst for,,3/4/19,Brown,,,,,Keiser,Brown,
SB 5628,f#,Heavy equipment rental prop.,S Ways & Means,,1/25/19,Cleveland,,HB 1502(H Rules R),,,Brown,Cleveland,
SB 5629,f,Small modular reactors,"S Environment, E",,1/25/19,Brown,,,,,Becker,Brown,
SB 5630,,GMA hearings/composition,S Local Governme,,1/25/19,Brown,,,,,"Wilson, L.",Brown,
SB 5631,,State & local taxation,S State Govt/Tri,,1/25/19,Brown,,,,,Becker,Brown,
SB 5632,f,"Tax court, creating",S Law & Justice,,1/25/19,Brown,,,,,Becker,Brown,
SB 5633,$,Behavioral health pathways,S subst for,,3/12/19,Brown,,,,,Walsh,Brown,
SB 5634,,State building code council,S Local Governme,,1/25/19,Brown,,,,,Becker,Brown,
SB 5635,f,Behav. health professions,S Rules 3,,4/28/19,Brown,,HB 1850(H Coll & Wkf Dev),46-0-0-3,,Bailey,Brown,
SB 5636,f,Fiscal notes,S Rules X,,3/18/19,Brown,,,,,Becker,Brown,
SB 5637,f#,Behav. health entities/taxes,S Ways & Means,,2/4/19,Brown,,,,,Becker,Brown,
SB 5638,f,Distributed ledger tech.,S subst for,,3/6/19,Brown,,,,,Rivers,Brown,
SB 5639,f#,Growth mngmnt hearings board,S Local Governme,,1/25/19,Brown,,,,,Becker,Brown,
SB 5640,f#,Youth courts,S Rules 3,,4/28/19,Holy,,,97-0-0-1,,Pedersen,Holy,
SB 5641,fo,Uniform law on notarial acts,C 154 L 19,,4/26/19,Holy,,,94-0-0-4,,Pedersen,Holy,
SB 5642,,Intramuscular needling,S Health & Long,,1/25/19,Cleveland,,HB 1260(H HC/Wellness),,,Kuderer,Cleveland,
SB 5643,f,Theater licenses,S Rules,,4/28/19,King,,HB 1004(H Commerce & Gam),,,Palumbo,King,
SB 5644,f#,Homeless hosting/religious,S Housing Stabil,,1/25/19,Darneille,,HB 1754(H Rules C),,,Nguyen,Darneille,
SB 5645,f,Child-placing agencies,S Ways & Means,,2/14/19,Darneille,,HB 1367(H Approps),,,Van De Wege,Darneille,
SB 5646,f#,Affordable housing/sales tax,S Ways & Means,,2/5/19,Kuderer,,HB 1406(H subst for),,,Das,Kuderer,
SB 5647,,ARNP payment parity,S Health & Long,,1/25/19,Randall,,HB 1433(H HC/Wellness),,,Keiser,Randall,
SB 5648,,Hospitals/ARNPs & PAs,S Health & Long T,,1/25/19,Keiser,,HB 1432(C 104 L 19),,,King,Keiser,
SB 5649,f#,Sexual assault/adjust SOLs,C 87 L 19,,4/19/19,Dhingra,,,94-1-0-3,,Pedersen,Dhingra,
SB 5650,,Teaching cursive in schools,S EL/K-12,,1/25/19,Warnick,,HB 2006(H Education),,,Walsh,Warnick,
SB 5651,af,Kinship care legal aid,Del to Gov,,4/25/19,King,,,47-0-0-2,,Saldaña,King,
SB 5652,,Impounded vehicle belongings,S subst for,,3/11/19,Fortunato,,,,,Rivers,Fortunato,
SB 5653,,Motorcycle parking methods,S Rules 3,,4/28/19,Fortunato,,,48-0-0-1,,Hasegawa,Fortunato,
SB 5654,f,Rewards cards,S Ways & Means,,2/8/19,Mullet,,HB 1313(H Rules R),,,"Wilson, L.",Mullet,
SB 5655,,Government contracting,S State Govt/Trib,,1/25/19,Hunt,,HB 1521(H Rules C),,,Van De Wege,Hunt,
SB 5656,f#,Public works contracting,S Rules X,,3/18/19,Frockt,,,,,,Frockt,
SB 5657,f#,Opioid pollution/wastewater,"S Environment, E",,1/25/19,Becker,,,,,Brown,Becker,
SB 5658,f,Bullion tax preferences,S Ways & Means,,1/25/19,Hunt,,HB 2137(H Finance),,,Nguyen,Hunt,
SB 5659,f,Pharmaceutical ads/B&O tax,S Ways & Means,,1/25/19,Keiser,,,,,Nguyen,Keiser,
SB 5660,,Mental health professionals,S Behavioral Heal,,1/28/19,McCoy,,,,,,McCoy,
SB 5661,fo,Survivorship benefit options,S Rules X,,3/18/19,Conway,,HB 1408(C 102 L 19),,,Bailey,Conway,
SB 5662,f,Cloud computing solutions,S subst for,,3/12/19,Palumbo,,,,,Carlyle,Palumbo,
SB 5663,,Drug compounding,S Health & Long,,1/25/19,Cleveland,,HB 1352(H Rules R),,,Kuderer,Cleveland,
SB 5664,f,Identicard/homeless,S Transportation,,1/25/19,Cleveland,,,,,"Wilson, C.",Cleveland,
SB 5665,,Youth development work group,S Rules X,,3/18/19,"Wilson, C.",,HB 1644(H subst for),,,Randall,"Wilson, C.",
SB 5666,,Off-road vehicles/local gov.,S Rules X,,3/18/19,Sheldon,,,,,Fortunato,Sheldon,
SB 5667,f#,Public records request admin,S State Govt/Tri,,1/28/19,Becker,,HB 1667(H subst for),,,Takko,Becker,
SB 5668,f,Tow truck operator auctions,S subst for,,3/12/19,Takko,,HB 1684(H Trans),,,Warnick,Takko,
SB 5669,fo,Withholding of transcripts,S EL/K-12,,1/28/19,Liias,,HB 1715(H subst for),,,Hasegawa,Liias,
SB 5670,,Fire district powers,S subst for,,3/8/19,Wagoner,,HB 1669(H Rules R),,,Palumbo,Wagoner,
SB 5671,#,Fire district bid limits,S Local Governme,,1/28/19,Wagoner,,HB 1670(H Rules 3C),,,Palumbo,Wagoner,
SB 5672,f,Adult fam. home spec. servs,S subst for,,3/8/19,Cleveland,,,,,O'Ban,Cleveland,
SB 5673,f#,Parking enforcement,S Transportation,,1/28/19,Randall,,,,,Saldaña,Randall,
SB 5674,f,Dental laboratories,S Health & Long,,1/28/19,Rivers,,HB 1177(C 68 L 19),,,Cleveland,Rivers,
SB 5675,fd#,Drought preparedness,S Ag/Water/Natur,,1/28/19,Takko,,HB 1622(H subst for),,,Van De Wege,Takko,
SB 5676,,Councilmanic REET/GMA,S Rules X,,3/18/19,Takko,,HB 1679(H Finance),,,Walsh,Takko,
SB 5677,fo,Promoter’s permit/liquor,S Rules X,,3/18/19,Keiser,,,,,,Keiser,
SB 5678,fo,Marijuana retailer training,S Labor & Commer,,1/28/19,Keiser,,HB 1370(H Approps),,,King,Keiser,
SB 5679,#,Public facilities mitigation,S Rules X,,3/18/19,Hasegawa,,HB 1724(H subst for),,,Conway,Hasegawa,
SB 5680,f#,Parks benefit districts,S Ways & Means,,2/20/19,Liias,,HB 1371(H Finance),,,Zeiger,Liias,
SB 5681,o,Domestic violence,S Law & Justice,,1/28/19,Dhingra,,HB 1517(H subst for),,,Das,Dhingra,
SB 5682,f,Beer & wine license/spirits,S Rules X,,3/18/19,King,,HB 1118(H Commerce & Gam),,,Takko,King,
SB 5683,fe#,Family supports,S Ways & Means,,2/14/19,Wellman,,HB 1771(H Approps),,,Hasegawa,Wellman,
SB 5684,,Economic assistance programs,S Ways & Means,,2/7/19,Nguyen,,HB 1603(H subst for),,,"Wilson, C.",Nguyen,
SB 5685,,Schools/student distress,S EL/K-12,,1/28/19,Bailey,,,,,Rolfes,Bailey,
SB 5686,f,Retired school empl. heath,S Health & Long,,1/28/19,Bailey,,,,,Holy,Bailey,
SB 5687,f,Retirement system opt-out,S subst for,,3/12/19,Bailey,,,,,Braun,Bailey,
SB 5688,,Athletic trainers,S subst for,,3/9/19,Cleveland,,HB 1689(H HC/Wellness),,,Walsh,Cleveland,
SB 5689,f,"Harassment, etc./schools",S subst for,,2/27/19,Liias,,,,,Saldaña,Liias,
SB 5690,f,Worker protections,S Labor & Commer,,1/28/19,Saldaña,,,,,Keiser,Saldaña,
SB 5691,,Legislature/bargaining,S Labor & Commer,,1/28/19,Saldaña,,HB 1452(H Approps),,,Liias,Saldaña,
SB 5692,fd,Fishing and hunting licenses,S Ways & Means,,4/24/19,Rolfes,,HB 1708(H 2nd Reading),,,McCoy,Rolfes,
SB 5693,,Agricultural supply chains,S Rules X,,3/18/19,Saldaña,,,,,Keiser,Saldaña,
SB 5694,f,Commercial beekeeper drivers,S subst for,,2/25/19,King,,,,,Saldaña,King,
SB 5695,fd#,HOV lane penalties,S subst for,,3/11/19,Liias,,HB 1710(H Trans),,,King,Liias,
SB 5696,f#,Payments in lieu of prop tax,S Rules X,,3/18/19,Warnick,,HB 1662(H Approps),,,Takko,Warnick,
SB 5697,fd#,Solid fuel burning devices,S Rules,,4/28/19,Cleveland,,HB 1567(H Approps),,,Darneille,Cleveland,
SB 5698,f,High hazard facilities,S Labor & Commer,,1/28/19,Keiser,,HB 1817(H subst for),,,Takko,Keiser,
SB 5699,f,Out-of-network health care,S Ways & Means,,2/11/19,Cleveland,,,,,Darneille,Cleveland,
SB 5700,f#,Release of juveniles,S Ways & Means,,2/21/19,Nguyen,,,,,Darneille,Nguyen,
SB 5701,f#,County community forests,S Ag/Water/Natur,,1/28/19,King,,,,,Honeyford,King,
SB 5702,,Public works bidding,S Local Governmen,,1/28/19,Warnick,,,,,Hobbs,Warnick,
SB 5703,f,Insurance loss claims,S Financial Inst,,1/28/19,Kuderer,,,,,,Kuderer,
SB 5704,f,Children's ed. savings acct.,S Ways & Means,,2/18/19,Liias,,HB 1592(H Approps),,,Mullet,Liias,
SB 5705,,Opportunity scholarship prg,S Ways & Means,,2/18/19,Palumbo,,,,,Conway,Palumbo,
SB 5706,f,College in high school accr.,S Rules X,,3/18/19,Randall,,HB 1734(H subst for),,,Wellman,Randall,
SB 5707,,Work without regular payment,S Labor & Commer,,1/29/19,Keiser,,,,,Hasegawa,Keiser,
SB 5708,,Local option/vote tabulation,S State Govt/Tri,,1/29/19,Palumbo,,HB 1722(H Approps),,,Das,Palumbo,
SB 5709,,Native American scholarships,S Ways & Means,,2/21/19,McCoy,,,,,Salomon,McCoy,
SB 5710,fo,Active transp safety council,S subst for,,3/5/19,Liias,,HB 1723(H subst for),,,Saldaña,Liias,
SB 5711,,Child care provider ed equiv,S EL/K-12,,1/29/19,Padden,,HB 1378(H Approps),,,Wellman,Padden,
SB 5712,f,War on terror monument,S State Govt/Tri,,1/29/19,Hobbs,,,,,King,Hobbs,
SB 5713,fd,Resident student/veterans,S Rules X,,3/18/19,Randall,,HB 1688(C 126 L 19),,,O'Ban,Randall,
SB 5714,,"Evidence reliability, crim.",S subst for,,3/4/19,Dhingra,,HB 1970(H Public Safety),,,Padden,Dhingra,
SB 5715,f,Subst use disorder treatment,S Ways & Means,,2/22/19,Frockt,,HB 1729(H Rules C),,,Dhingra,Frockt,
SB 5716,f,Federal employees/unemployed,S Rules 3,,4/28/19,Keiser,,,38-9-0-2,,Wellman,Keiser,
SB 5717,,Employee scheduling,S Ways & Means,,2/22/19,Saldaña,,HB 1491(H Approps),,,Das,Saldaña,
SB 5718,f,Child welfare housing assist,S subst for,,3/11/19,Saldaña,,HB 1749(H Approps),,,Hasegawa,Saldaña,
SB 5719,$f,Hemp production,S Ag/Water/Natur,,1/29/19,Hasegawa,,HB 1401(H subst for),,,Conway,Hasegawa,
SB 5720,f,Involuntary treatment act,S subst for,,3/7/19,Dhingra,,HB 1814(H Civil R & Judi),,,Wagoner,Dhingra,
SB 5721,,Abortion facilities,S Health & Long,,1/30/19,Fortunato,,,,,Padden,Fortunato,
SB 5722,f#,Homeless housing & assist.,S Housing Stabil,,1/30/19,Fortunato,,,,,,Fortunato,
SB 5723,f#,"Pedestrian, etc. safety",S subst for,,3/5/19,Randall,,HB 1966(H subst for),,,Saldaña,Randall,
SB 5724,,Adult entertainer safety,S Labor & Commer,,1/30/19,Saldaña,,EHB 1756(Del to Gov),,,Nguyen,Saldaña,
SB 5725,f#,Driving record abstracts,S Transportation,,1/30/19,Hobbs,,HB 1360(H subst for),,,King,Hobbs,
SB 5726,f#,Clay targets/sales tax,S Ways & Means,,1/30/19,Fortunato,,,,,Rivers,Fortunato,
SB 5727,f,College bound scholarship,S Ways & Means,,2/18/19,Palumbo,,,,,Rivers,Palumbo,
SB 5728,,Adult family home training,S Ways & Means,,2/22/19,Walsh,,HB 1675(H HC/Wellness),,,Conway,Walsh,
SB 5729,f,Dual credit enroll. priority,S Rules X,,3/18/19,Rivers,,,,,Becker,Rivers,
SB 5730,f#,Comm. property/clean energy,"S Environment, E",,1/30/19,Palumbo,,HB 1796(H Rules C),,,Kuderer,Palumbo,
SB 5731,f,School district territory,S Rules 3,,4/28/19,Short,,,49-0-0-0,,,Short,
SB 5732,fd,Foundat. public health servs,S Health & Long,,1/30/19,Van De Wege,,HB 1497(H subst for),,,Rivers,Van De Wege,
SB 5733,f#,Residential tenants,S Rules X,,3/18/19,Saldaña,,HB 1656(H Rules C),,,Nguyen,Saldaña,
SB 5734,f#,Hospital safety net assess.,S subst for,,2/26/19,Cleveland,,HB 1748(H Rules R),,,Becker,Cleveland,
SB 5735,f#,Juvenile court/age,S subst for,,3/5/19,Darneille,,,,,Nguyen,Darneille,
SB 5736,f,Special ed. funding alloc.,S Ways & Means,,1/30/19,Wellman,,,,,"Wilson, C.",Wellman,
SB 5737,f,Juvenile rehab. confinement,S Ways & Means,,2/21/19,Darneille,,HB 1646(H subst for),,,Conway,Darneille,
SB 5738,f,Homelessness/postsecondary,S Ways & Means,,2/21/19,Darneille,,,,,Nguyen,Darneille,
SB 5739,f#,Housing/urban growth areas,S subst for,,3/12/19,Sheldon,,HB 1790(H Finance),,,Wellman,Sheldon,
SB 5740,f,Retirement savings program,S subst for,,3/8/19,Mullet,,,,,Hobbs,Mullet,
SB 5741,fd,All payer claims database,S subst for,,3/13/19,Keiser,,HB 1776(H subst for),,,Rivers,Keiser,
SB 5742,f,LCB/special licenses,S Labor & Commer,,1/30/19,Fortunato,,,,,Zeiger,Fortunato,
SB 5743,f,Vehicle taxation,S Transportation,,1/30/19,Fortunato,,,,,King,Fortunato,
SB 5744,f#,Sexually exploited children,S Ways & Means,,2/21/19,Dhingra,,HB 1775(H Approps),,,Das,Dhingra,
SB 5745,,Extreme risk protect. orders,S Rules X,,3/18/19,Liias,,,,,Darneille,Liias,
SB 5746,f,Low-income homeownership,S subst for,,3/11/19,Saldaña,,HB 1834(H Cap Budget),,,Nguyen,Saldaña,
SB 5747,f#,Solid waste/renewable energy,"S Environment, E",,1/30/19,Fortunato,,,,,Hasegawa,Fortunato,
SB 5748,f,Military installation infra.,S subst for,,3/11/19,Conway,,,,,O'Ban,Conway,
SB 5749,,Mistreatment/faith exemption,S Rules X,,3/18/19,Mullet,,HB 1376(H Rules C),,,Van De Wege,Mullet,
SB 5750,f,Distillery information,S State Govt/Tri,,1/30/19,Hunt,,HB 1838(H Rules 3C),,,Zeiger,Hunt,
SB 5751,,Motorized foot scooters,S Rules X,,3/18/19,Liias,,HB 1772(H subst for),,,Rivers,Liias,
SB 5752,,Naturopathy,S Health & Long T,,1/30/19,Van De Wege,,HB 1630(H Rules C),,,Rivers,Van De Wege,
SB 5753,f,Subminimum wage/disabilities,S Labor & Commer,,1/30/19,Randall,,EHB 1706(Del to Gov),,,"Wilson, C.",Randall,
SB 5754,f,Health care/disability,S Health & Long,,1/30/19,Randall,,HB 1199(H subst for),,,"Wilson, C.",Randall,
ESB 5755,f,Veteran tuition waivers,S Rules 3,,4/28/19,Randall,,HB 1178(H Approps),44-1-0-4,,Hobbs,Randall,
SB 5756,fd,Delegation of inspection,S Labor & Commer,,1/30/19,Wellman,,HB 1486(C 165 L 19),,,King,Wellman,
SB 5757,,Early learning basic ed. prg,S EL/K-12,,1/30/19,Hasegawa,,,,,"Wilson, C.",Hasegawa,
SB 5758,,Private school/property tax,S Ways & Means,,1/30/19,Fortunato,,,,,,Fortunato,
SB 5759,f,Remote technology/eye exams,S Health & Long,,1/30/19,Cleveland,,HB 2003(H HC/Wellness),,,Rivers,Cleveland,
SB 5760,fd#,New counties,S Local Governme,,1/31/19,Fortunato,,HB 1711(H Local Govt),,,Schoesler,Fortunato,
SB 5761,f,Mobile home rent increases,S Housing Stabil,,1/31/19,Rolfes,,,,,Hunt,Rolfes,
SB 5762,f,Veteran-owned businesses,S Rules X,,3/18/19,Hasegawa,,,,,Conway,Hasegawa,
SB 5763,f,Collector truck operators,S subst for,,3/5/19,Wagoner,,,,,Takko,Wagoner,
SB 5764,fo,WA medical commission,C 55 L 19,,4/17/19,Randall,,HB 1548(H Rules 3C),92-1-0-5,,Cleveland,Randall,
ESB 5765,f,Persons transporting freight,S Rules 3,,4/28/19,Kuderer,,,44-3-0-2,,Warnick,Kuderer,
SB 5766,f#,Prevailing rate of wages,S Rules X,,3/18/19,Conway,,HB 1743(C 29 L 19),,,King,Conway,
SB 5767,fo,Public accounting services,S Labor & Commer,,1/31/19,Conway,,HB 1208(C 71 L 19),,,Braun,Conway,
SB 5768,,Contracts for dogs and cats,S Labor & Commer,,1/31/19,Rivers,,,,,Palumbo,Rivers,
SB 5769,f#,Minimum urban density,S Local Governme,,1/31/19,Palumbo,,,,,Liias,Palumbo,
SB 5770,f#,School buses/failure to stop,S Transportation,,1/31/19,Palumbo,,,,,Kuderer,Palumbo,
SB 5771,,School enrollment/military,S EL/K-12,,1/31/19,O'Ban,,HB 1210(H subst for),,,Conway,O'Ban,
SB 5772,,Military spouse employment,S State Govt/Tri,,1/31/19,O'Ban,,HB 1328(H Approps),,,Conway,O'Ban,
SB 5773,,Regionalization/Federal Way,S EL/K-12,,1/31/19,"Wilson, C.",,HB 1627(H Approps),,,Keiser,"Wilson, C.",
SB 5774,,Student debt,S subst for,,3/6/19,Liias,,,,,Palumbo,Liias,
SB 5775,f,Water & sewer/indiv metering,S Financial Inst,,1/31/19,Hunt,,HB 1818(H Civil R & Judi),,,Rolfes,Hunt,
SB 5776,f,Office of equity,S State Govt/Tri,,1/31/19,Dhingra,,HB 1783(H Rules C),,,Das,Dhingra,
SB 5777,f,Student mental health,S EL/K-12,,1/31/19,Brown,,HB 1479(H Approps),,,Darneille,Brown,
SB 5778,,Transp. planning orgs/tribes,S Transportation,,1/31/19,Billig,,EHB 1584(C 118 L 19),,,Saldaña,Billig,
ESB 5779,f#,Ballot drop box placement,S Rules 3,,4/28/19,Kuderer,,,48-0-0-1,,Hunt,Kuderer,
SB 5780,,Health carrier networks,S Health & Long,,1/31/19,Becker,,,,,Short,Becker,
SB 5781,,Health insurance mandates,S Health & Long,,1/31/19,Becker,,,,,Bailey,Becker,
SB 5782,,Spring blade knives,S Rules 3,,4/28/19,Zeiger,,,46-1-0-2,,Fortunato,Zeiger,
SB 5783,,Gold star license plates,S Transportation,,1/31/19,Billig,,HB 1197(H subst for),,,King,Billig,
SB 5784,f,Legislative branch records,S State Govt/Tri,,2/1/19,Pedersen,,,,,Hunt,Pedersen,
SB 5785,f#,Marijuana ads outdoors,S Labor & Commer,,2/1/19,Rivers,,,,,Conway,Rivers,
SB 5786,f,Higher education/research,C 88 L 19,,4/19/19,Brown,,,97-0-0-1,,Palumbo,Brown,
SB 5787,f#,"City, district publ. records",S Rules 3,,4/28/19,Walsh,,,45-0-1-3,,Hunt,Walsh,
SB 5788,f#,Local infrastructure funding,S Ways & Means,,2/1/19,Mullet,,,,,Warnick,Mullet,
SB 5789,,Auto. traffic safety cameras,S Transportation,,2/1/19,Liias,,HB 1793(H subst for),,,Nguyen,Liias,
SB 5790,f#,Commercial fishing revenue,S Ag/Water/Natur,,2/1/19,Takko,,HB 1096(H Approps),,,Van De Wege,Takko,
SB 5791,,Residential prop valuation,S Ways & Means,,2/1/19,Braun,,,,,Becker,Braun,
SB 5792,,Cultural access programs,S Rules 3,,4/28/19,Salomon,,HB 1435(H Rules R),47-1-0-1,,Wellman,Salomon,
SB 5793,f#,Vapor & tobacco taxes/health,S Ways & Means,,2/1/19,Keiser,,,,,Nguyen,Keiser,
SB 5794,,Acupuncture & Eastern med.,S Health & Long,,2/1/19,Rivers,,HB 1865(H subst for),,,Cleveland,Rivers,
